user_id,city,device_type,kyc_level,account_age_months,account_age_band,active_days_per_month,transactions_per_day,monthly_transaction_count,avg_transaction_amount,max_transaction_amount,total_monthly_spend,merchant_txn_ratio,peer_txn_ratio,merchant_count_month,peer_count_month,failed_transactions,failed_txn_ratio,refund_requests,refund_ratio,night_txn_ratio,weekend_txn_ratio,session_count,app_open_frequency,avg_session_duration_min,avg_gap_between_txn_hours,spend_volatility,avg_balance_before_txn,cashback_usage_ratio,suspicious_activity_score
UPI00975,Kolkata,Android,Full,14,1-2y,25,5.09,178,728.62,1302.41,142795.48,0.875,0.116,158,17,2,0.0142,1,0.0097,0.123,0.361,48,96,4.47,3.51,0.167,67975.21,0.513,25.72
UPI00976,Pune,Android,Full,3,0-6m,14,8.09,131,580.06,1156.7,87257.24,0.502,0.462,68,67,1,0.0207,0,0.0052,0.075,0.275,16,19,6.69,3.93,0.182,20441.84,0.3,34.82
UPI00977,Kolkata,iOS,Full,25,2y+,20,6.55,119,227.96,791.09,29082.15,0.595,0.447,69,54,3,0.0284,0,0.0089,0.18,0.331,73,172,2.77,7.21,0.351,13735.01,0.296,22.97
UPI00978,Hyderabad,Android,Full,31,2y+,12,3.52,32,3020.26,6583.78,85212.47,0.772,0.238,19,8,2,0.0681,0,0.0032,0.095,0.346,33,61,4.99,25.13,0.174,19546.05,0.391,28.74
UPI00979,Mumbai,iOS,Full,28,2y+,10,3.95,23,632.27,2516.76,13131.92,0.587,0.457,14,9,2,0.0955,1,0.0443,0.078,0.413,29,54,6.51,32.76,0.571,50,0.301,29.62
UPI00980,Hyderabad,Android,Full,10,6-12m,25,3.9,138,4931.78,6931.46,604162.23,0.68,0.34,81,57,2,0.0226,1,0.0108,0.076,0.253,57,92,4.7,8.24,0.05,245569.03,0.376,21.65
UPI00981,Pune,Android,Minimum,32,2y+,22,3.14,87,3663.71,8417.39,262025.4,0.762,0.259,60,26,2,0.0312,0,0.0089,0.144,0.187,34,63,5.01,9.48,0.26,41347.05,0.374,13.42
UPI00982,Bengaluru,iOS,Full,8,6-12m,10,1.1,13,453.55,1039.79,5693.58,0.417,0.648,3,13,0,0.0008,1,0.0785,0.129,0.314,15,15,2.73,51.63,0.392,990.69,0.31,22.73
UPI00983,Delhi,Android,Full,12,6-12m,2,6.5,13,2478.55,9155.57,34916.27,0.206,0.795,0,13,28,0.35,9,0.2,0.671,0.658,17,33,10.48,58.49,0.778,11414.89,0.213,100
UPI00984,Kolkata,iOS,Full,30,2y+,14,5.08,71,405.26,937.51,25493.95,0.854,0.132,37,36,2,0.039,4,0.0604,0.116,0.401,45,57,4.02,4.51,0.391,18465.64,0.399,23.67
UPI00985,Ahmedabad,Android,Full,1,0-6m,24,7.32,179,216.86,651.56,34408.95,0.527,0.486,95,88,8,0.0485,2,0.0197,0.054,0.237,66,80,6.38,5.12,0.281,22828.87,0.3,33.82
UPI00986,Delhi,Android,Minimum,10,6-12m,19,3.9,72,736.08,2110.54,56650.35,0.594,0.377,38,37,0,0.0093,4,0.0564,0.138,0.24,38,74,1.79,18.25,0.485,39923.49,0.256,33.67
UPI00987,Bengaluru,Android,Full,12,6-12m,17,5.36,78,823.34,1758.04,60045.66,0.456,0.572,36,42,4,0.0627,1,0.0199,0.045,0.308,41,73,4.09,5.75,0.198,30898.67,0.272,33.81
UPI00988,Hyderabad,Android,Minimum,31,2y+,17,2.45,32,1137.9,2709.09,39306.23,0.622,0.391,23,5,7,0.2282,1,0.0363,0.045,0.234,51,81,5.28,20.13,0.354,29212.12,0.401,50.85
UPI00989,Delhi,Android,Full,30,2y+,28,6.74,204,106.7,292.01,19975.32,0.542,0.422,74,132,2,0.0189,0,0.0021,0.164,0.389,87,154,5.48,5.48,0.309,12951.41,0.262,16.46
UPI00990,Bengaluru,Android,Full,8,6-12m,1,1.3,1,279.13,936.48,305.64,0.649,0.413,1,0,2,0.35,0,0.0066,0.027,0.245,2,3,4.96,250,0.345,2122.93,0.38,72.22
UPI00991,Ahmedabad,Android,Full,19,1-2y,17,3.06,33,822.94,2537.62,27989.15,0.544,0.498,15,16,4,0.1351,2,0.0703,0.083,0.325,27,37,2.94,22.76,0.338,20671.58,0.278,56.04
UPI00992,Delhi,Android,Full,19,1-2y,17,3.14,54,3570.86,9328.78,210324.05,0.595,0.441,29,20,3,0.0567,0,0.0006,0.117,0.308,34,46,2.95,11.41,0.268,52257.11,0.342,25.96
UPI00993,Kolkata,Android,Full,3,0-6m,14,2.02,46,304.69,1197.03,14321.35,0.867,0.105,42,3,3,0.067,5,0.1156,0.061,0.201,45,79,5.99,15.61,0.496,5041.94,0.379,26.49
UPI00994,Pune,iOS,Minimum,25,2y+,20,4.67,48,285.64,953.7,13304.91,0.7,0.327,23,29,4,0.09,2,0.0492,0.118,0.293,52,66,5.67,9.38,0.498,5147.46,0.338,35.68
UPI00995,Kolkata,Android,Premium,22,1-2y,29,5.5,168,196.62,695.85,28586.41,0.714,0.241,100,66,4,0.0388,4,0.0261,0.198,0.253,90,136,6.79,1.64,0.375,22360.61,0.413,25.29
UPI00996,Delhi,Android,Full,23,1-2y,14,3.73,32,574.03,1122.86,20077.48,0.575,0.421,15,17,3,0.0986,2,0.0663,0.127,0.386,24,37,7.78,24.41,0.356,8599.94,0.42,51.5
UPI00997,Bengaluru,iOS,Premium,19,1-2y,5,1.46,3,365.92,795.17,1291.39,0.501,0.46,1,3,1,0.3463,1,0.2,0.027,0.272,10,13,5.25,235.96,0.328,50,0.373,94.61
UPI00998,Pune,Android,Premium,20,1-2y,31,7.27,241,253.04,618.35,51640.99,0.572,0.47,111,128,1,0.0065,3,0.018,0.051,0.374,98,238,6.26,3.07,0.283,29118.21,0.341,20.25
UPI00999,Pune,Android,Minimum,22,1-2y,4,0.56,4,90.91,339.4,302.77,0.51,0.428,0,4,0,0.0138,0,0.0019,0.029,0.499,7,11,3.38,181.57,0.394,50,0.29,13.18
UPI01000,Mumbai,Android,Full,21,1-2y,17,6.3,96,196.51,632.26,18225.75,0.68,0.346,53,40,5,0.0547,2,0.0227,0.097,0.275,60,122,4.51,7.84,0.322,12958.43,0.351,26.31
UPI01001,Pune,Android,Full,11,6-12m,11,11.61,136,1853.98,6030.32,246552.87,0.597,0.395,60,76,26,0.2161,1,0.0101,0.776,0.525,52,147,9.23,7.47,0.651,132778.54,0.449,90.21
UPI01002,Kolkata,Android,Full,11,6-12m,16,5.47,88,481.27,595.43,42823.71,0.803,0.22,55,36,4,0.0577,0,0.008,0.065,0.322,38,60,4.93,9.2,0.229,6608.29,0.34,8.38
UPI01003,Bengaluru,iOS,Premium,6,0-6m,16,2.11,7,4579.79,13267.63,28521.17,0.663,0.347,3,0,2,0.2877,0,0.0064,0.173,0.223,35,54,3.36,100.71,0.538,2705.61,0.368,68.15
UPI01004,Hyderabad,Android,Premium,17,1-2y,20,8.56,178,1081.75,2801.82,163267.75,0.955,0.038,119,59,3,0.0191,3,0.0177,0.195,0.35,26,37,4.08,0.2,0.24,71363.08,0.517,25.25
UPI01005,Ahmedabad,Android,Full,12,6-12m,6,1.84,15,380.82,1149.5,5143.72,0.914,0.08,12,5,5,0.3337,2,0.1431,0.058,0.215,17,30,4.47,46.44,0.135,1582.09,0.374,79.64
UPI01006,Pune,Android,Minimum,12,6-12m,23,4.57,110,742.91,1872.06,70936.59,0.849,0.135,55,52,0,0.0067,0,0.0014,0.103,0.324,58,110,3.3,4.79,0.386,26250.08,0.387,10.01
UPI01007,Kolkata,Android,Full,23,1-2y,19,6.56,131,96.32,333.32,14482.75,0.595,0.43,47,86,8,0.0614,0,0.0048,0.106,0.275,67,91,4.76,7.04,0.352,8401.66,0.375,35.73
UPI01008,Chennai,Android,Full,20,1-2y,19,4.47,108,4201.46,8580.61,426418.66,0.782,0.275,91,16,2,0.0264,2,0.0217,0.099,0.305,37,68,4.97,5.81,0.108,197845.9,0.443,21.39
UPI01009,Chennai,Android,Full,25,2y+,17,2.63,41,2642.3,8995.38,121692.31,0.756,0.227,32,5,0,0.0032,1,0.0318,0.121,0.315,35,45,4.96,16.37,0.572,36966.48,0.441,5.29
UPI01010,Kolkata,Android,Minimum,28,2y+,25,8.35,204,655.18,1834.89,134277.97,0.898,0.073,125,82,5,0.0382,1,0.0061,0.064,0.265,65,124,2.61,5.52,0.207,69693.71,0.365,17.42
UPI01011,Pune,Android,Full,26,2y+,19,0.7,11,823.35,2284.76,7750.79,0.535,0.42,4,0,5,0.35,0,0.0066,0.058,0.275,37,70,2.41,64.18,0.487,8287.11,0.357,71.66
UPI01012,Delhi,Android,Full,39,2y+,5,1.23,4,504.02,1394.49,1728.45,0.618,0.376,0,2,1,0.2566,1,0.2,0.125,0.307,2,3,2.49,182.03,0.333,174.46,0.413,84.62
UPI01013,Hyderabad,Android,Full,33,2y+,10,1.83,19,666.81,1566.82,11497.73,0.332,0.723,6,7,4,0.2116,0,0.0081,0.036,0.337,16,25,4.08,44.02,0.369,10396.82,0.188,44.11
UPI01014,Hyderabad,iOS,Full,20,1-2y,18,5.42,92,394.74,1086.3,42810.02,0.803,0.209,76,16,5,0.067,4,0.0519,0.187,0.409,43,53,6.43,6.31,0.42,6527.29,0.46,39.08
UPI01015,Ahmedabad,iOS,Full,1,0-6m,20,1.69,32,5280.1,11004.03,145879.06,0.778,0.224,17,14,2,0.0744,1,0.0407,0.071,0.281,43,75,4.86,24.06,0.246,21698.67,0.367,24.74
UPI01016,Hyderabad,Android,Full,19,1-2y,8,1.13,9,303.81,685.56,3164.49,0.342,0.608,2,2,4,0.35,0,0.0092,0.115,0.312,9,9,2.17,79.86,0.375,136.79,0.323,76.81
UPI01017,Chennai,iOS,Premium,22,1-2y,6,1.22,8,643.23,1839.99,5913.85,0.551,0.387,0,8,0,0.0019,0,0.0043,0.079,0.496,12,16,4.28,92.02,0.338,1744.16,0.422,17.15
UPI01018,Mumbai,Android,Premium,6,0-6m,12,2.78,32,546.75,1315.41,20084.71,0.603,0.357,14,16,4,0.132,1,0.0371,0.098,0.317,33,59,2.99,21.71,0.51,3967.34,0.372,36.9
UPI01019,Bengaluru,Android,Minimum,18,1-2y,21,7.1,151,252.27,642.32,41791.94,0.552,0.452,60,93,5,0.0466,2,0.0215,0.122,0.362,66,152,10.38,4.49,0.335,28302.64,0.332,34.79
UPI01020,Hyderabad,iOS,Full,12,6-12m,18,3.91,51,4293.44,17552.53,205419.83,0.601,0.506,25,29,13,0.2618,10,0.2,0.55,0.682,83,182,4.35,16.59,0.798,79603.57,0.473,100
UPI01021,Mumbai,Android,Full,28,2y+,20,4.12,70,1055.17,3805.26,63786.41,0.67,0.344,29,42,5,0.0748,2,0.0347,0.056,0.372,28,32,7.18,10.35,0.554,35941.91,0.336,31.13
UPI01022,Ahmedabad,Android,Full,21,1-2y,15,8.33,121,157.16,422.4,19490.04,0.64,0.336,78,36,9,0.08,1,0.0176,0.213,0.331,54,70,9.71,7.39,0.438,3417.82,0.293,43.96
UPI01023,Delhi,Android,Full,18,1-2y,27,1.08,23,683.77,1003.4,15135.23,0.856,0.146,18,2,0,0.009,3,0.1342,0.051,0.424,57,107,4.41,31.39,0.232,3680.46,0.408,21.59
UPI01024,Chennai,Android,Minimum,34,2y+,9,1.26,7,450.69,1129.19,2589.86,0.447,0.595,3,1,0,0.0091,0,0.0004,0.049,0.218,14,16,3.92,100.56,0.347,1653.34,0.235,12.15
UPI01025,Ahmedabad,iOS,Full,26,2y+,21,7.15,142,44.56,131.71,6918.93,0.719,0.297,94,47,0,0.0005,3,0.0268,0.069,0.346,57,131,7.42,0.8,0.509,50,0.448,14.69
UPI01026,Mumbai,iOS,Premium,1,0-6m,12,3.46,33,3616.41,12602.05,107113.65,0.277,0.744,14,16,34,0.35,5,0.1612,0.451,0.382,69,148,5.77,20.3,0.68,45224.07,0.293,100
UPI01027,Hyderabad,Android,Premium,5,0-6m,20,10.43,204,169.0,397.24,29070.63,0.678,0.364,111,90,12,0.0607,2,0.017,0.158,0.244,68,111,5.38,0.32,0.338,18941.37,0.334,46.13
UPI01028,Pune,iOS,Full,10,6-12m,22,6.35,148,509.38,1377.6,65986.27,0.913,0.08,138,14,6,0.046,2,0.0154,0.176,0.362,74,109,4.8,4.76,0.158,40219.05,0.483,25.88
UPI01029,Kolkata,Android,Minimum,16,1-2y,10,10.19,96,3068.35,13161.3,325389.32,0.484,0.611,26,68,27,0.293,6,0.07,0.481,0.647,18,25,8.45,9.6,0.737,117280.92,0.316,98.18
UPI01030,Bengaluru,Android,Full,17,1-2y,18,3.94,102,779.8,1618.62,77086.43,0.791,0.207,61,38,1,0.0199,1,0.0191,0.063,0.421,48,85,6.32,8.99,0.27,40488.77,0.458,24.74
UPI01031,Pune,Android,Full,17,1-2y,23,6.46,168,200.26,666.38,28706.18,0.482,0.555,57,112,5,0.0378,0,0.0042,0.165,0.329,48,71,6.25,6.28,0.479,14601.31,0.266,22.82
UPI01032,Hyderabad,Android,Full,23,1-2y,15,4.67,69,1014.81,3175.06,58211.03,0.504,0.489,30,35,7,0.1024,0,0.0041,0.085,0.313,34,67,4.85,11.07,0.398,34027.58,0.382,44.94
UPI01033,Delhi,Android,Full,15,1-2y,10,3.14,32,811.98,2445.41,21888.41,0.83,0.145,22,8,7,0.2292,1,0.0346,0.14,0.324,35,67,4.7,21.86,0.358,5681.09,0.461,61.14
UPI01034,Delhi,Android,Full,12,6-12m,23,7.69,183,859.73,2786.4,178635.2,0.472,0.621,74,110,15,0.098,0,0.0063,0.711,0.402,89,216,8.02,3.21,0.678,16380.89,0.322,67.93
UPI01035,Bengaluru,Android,Full,22,1-2y,7,0.05,3,397.29,847.91,1370.15,0.534,0.395,0,1,2,0.35,0,0.0081,0.116,0.332,10,15,5.78,241.57,0.179,802.77,0.291,67.66
UPI01036,Chennai,Android,Minimum,31,2y+,24,2.5,38,181.02,571.59,6446.57,0.685,0.349,29,9,5,0.1341,0,0.0099,0.072,0.381,64,77,9.96,17.34,0.413,2965.71,0.411,30.65
UPI01037,Delhi,Android,Full,15,1-2y,18,2.92,65,961.42,2945.19,70639.53,0.553,0.478,28,36,2,0.0392,1,0.0223,0.139,0.403,43,65,2.72,13.63,0.311,36503.32,0.332,26.52
UPI01038,Chennai,Android,Minimum,14,1-2y,13,3.27,36,2253.66,5490.16,87205.76,0.695,0.285,20,16,7,0.2007,0,0.0077,0.042,0.278,29,44,3.59,19.49,0.36,28349.36,0.437,53.28
UPI01039,Bengaluru,Android,Premium,23,1-2y,9,5.09,38,1144.36,4740.92,46404.91,0.895,0.108,36,3,6,0.1612,2,0.0559,0.077,0.372,24,34,6.97,18.5,0.53,29975.17,0.432,50.66
UPI01040,Pune,Android,Minimum,1,0-6m,21,5.25,99,583.77,1472.6,48146.0,0.459,0.569,37,67,3,0.0453,0,0.0051,0.082,0.416,52,97,4.45,7.64,0.302,16715.13,0.315,29.65
UPI01041,Bengaluru,Android,Full,3,0-6m,26,7.46,193,147.11,335.45,33429.91,0.501,0.458,84,107,4,0.032,0,0.0025,0.173,0.333,82,201,5.44,3.65,0.352,8707.57,0.34,47.68
UPI01042,Ahmedabad,Android,Premium,25,2y+,19,2.66,64,777.91,1637.02,54883.86,0.85,0.133,31,36,5,0.0816,3,0.0541,0.121,0.271,64,132,4.1,11.0,0.189,37232.9,0.388,24.78
UPI01043,Pune,Android,Minimum,17,1-2y,27,2.77,46,2405.28,5644.53,122894.78,0.719,0.255,29,14,6,0.1356,3,0.0734,0.126,0.202,66,124,3.76,21.47,0.268,78881.56,0.409,37.51
UPI01044,Kolkata,Android,Full,27,2y+,11,8.13,91,2062.07,7716.28,193704.85,0.542,0.469,42,46,19,0.2315,3,0.0429,0.77,0.64,53,155,6.2,9.08,0.993,120834.92,0.39,89.11
UPI01045,Chennai,Android,Minimum,40,2y+,21,8.8,187,1469.93,5554.72,226779.71,0.61,0.32,107,79,17,0.0978,10,0.0624,0.523,0.692,72,109,7.08,2.21,0.699,97461.18,0.419,68.06
UPI01046,Hyderabad,Android,Minimum,25,2y+,16,3.68,61,4357.03,16194.71,310901.52,0.586,0.472,28,31,4,0.0727,0,0.0057,0.147,0.264,24,30,4.68,11.75,0.378,164285.81,0.36,35.67
UPI01047,Chennai,Android,Minimum,29,2y+,13,3.94,56,3957.19,11268.67,247980.62,0.531,0.473,18,40,19,0.35,6,0.1155,0.747,0.556,71,203,10.02,13.72,0.655,167353.36,0.429,98.06
UPI01048,Pune,Android,Premium,15,1-2y,18,6.19,97,196.55,593.21,15865.45,0.48,0.503,40,58,6,0.0666,0,0.002,0.095,0.238,53,84,4.35,7.36,0.451,3353.5,0.305,38.34
UPI01049,Chennai,Android,Premium,7,6-12m,14,4.66,41,700.51,2230.61,30139.6,0.865,0.124,31,12,5,0.1309,3,0.0738,0.18,0.376,30,53,3.25,18.16,0.484,13690.75,0.464,50.39
UPI01050,Mumbai,Android,Premium,9,6-12m,14,1.51,22,86.84,262.85,2222.68,0.35,0.626,3,15,1,0.0518,1,0.051,0.126,0.327,10,14,3.74,28.97,0.453,50,0.19,21.58
UPI01051,Kolkata,Android,Full,31,2y+,30,5.63,153,197.91,437.91,31902.28,0.564,0.468,86,64,12,0.0815,0,0.0094,0.083,0.301,106,143,6.83,0.2,0.409,25163.03,0.253,29.29
UPI01052,Bengaluru,Android,Minimum,20,1-2y,25,6.33,155,981.26,3449.42,129038.69,0.936,0.075,100,55,3,0.0291,2,0.0161,0.076,0.345,73,114,6.98,9.89,0.517,23710.16,0.422,18.83
UPI01053,Bengaluru,Android,Full,12,6-12m,31,3.93,150,289.15,941.72,38666.48,0.93,0.049,140,3,0,0.0149,1,0.0071,0.127,0.403,69,107,3.18,6.72,0.555,12653.74,0.51,20.7
UPI01054,Kolkata,iOS,Premium,25,2y+,24,5.11,181,135.46,237.39,26952.97,0.499,0.481,76,106,4,0.0369,1,0.0153,0.098,0.356,70,109,6.08,1.45,0.209,3940.52,0.269,25.43
UPI01055,Pune,Android,Minimum,30,2y+,14,4.46,68,1117.66,3088.73,84672.1,0.558,0.395,28,39,3,0.0523,3,0.0458,0.103,0.33,37,63,4.39,14.0,0.318,37552.54,0.401,20.53
UPI01056,Pune,Android,Full,14,1-2y,17,4.58,82,263.65,727.88,22888.16,0.794,0.22,60,23,0,0.0027,1,0.0157,0.064,0.254,42,63,5.04,5.45,0.437,15557.86,0.405,14.88
UPI01057,Bengaluru,iOS,Full,30,2y+,22,11.61,268,1557.0,5518.59,417780.57,0.203,0.85,46,220,33,0.143,4,0.0248,0.523,0.34,80,239,10.58,0.2,0.594,288291.87,0.267,75.82
UPI01058,Ahmedabad,Android,Full,26,2y+,3,13.09,42,776.12,2632.74,30772.47,0.567,0.369,20,23,12,0.2993,3,0.0784,0.614,0.355,23,44,12.47,14.34,0.56,18578.54,0.299,100
UPI01059,Kolkata,Android,Minimum,14,1-2y,20,5.57,102,1462.48,5361.37,131058.76,0.553,0.559,51,43,31,0.3203,9,0.0949,0.612,0.659,84,202,12.12,7.1,0.634,21637.88,0.427,98.01
UPI01060,Mumbai,Android,Minimum,24,1-2y,10,4.81,46,617.39,1141.39,30096.06,0.944,0.05,38,4,6,0.1384,0,0.0052,0.18,0.38,23,42,7.71,13.97,0.256,22626.58,0.548,46.55
UPI01061,Ahmedabad,Android,Full,10,6-12m,1,2.09,1,120.49,392.9,119.07,0.374,0.551,1,0,2,0.35,0,0.0093,0.084,0.408,2,3,3.81,250,0.455,1003.36,0.35,74.53
UPI01062,Pune,Android,Full,18,1-2y,21,4.29,69,414.53,1165.19,33593.86,0.586,0.396,23,47,5,0.0837,2,0.0297,0.178,0.207,33,52,5.67,13.37,0.406,6357.83,0.278,37.21
UPI01063,Hyderabad,Android,Full,13,1-2y,22,2.95,45,2640.1,6029.14,137110.4,0.746,0.254,22,22,4,0.0993,0,0.0042,0.109,0.239,52,93,3.7,21.57,0.12,103621.47,0.33,31.7
UPI01064,Ahmedabad,Android,Minimum,36,2y+,21,2.73,27,224.1,593.24,6208.21,0.6,0.411,13,12,3,0.1116,1,0.0405,0.13,0.362,31,61,2.98,30.96,0.092,1277.14,0.393,39.07
UPI01065,Mumbai,iOS,Premium,17,1-2y,16,4.48,82,101.64,309.22,7455.03,0.878,0.116,68,21,1,0.0125,4,0.0574,0.076,0.3,50,80,5.43,12.05,0.209,50,0.465,15.11
UPI01066,Chennai,Android,Minimum,28,2y+,24,6.18,154,139.2,309.5,18670.14,0.554,0.469,84,67,1,0.0101,2,0.0198,0.086,0.252,72,128,4.94,8.01,0.28,7447.43,0.272,14.45
UPI01067,Kolkata,Android,Minimum,21,1-2y,22,5.19,132,148.99,221.0,17039.88,0.612,0.408,66,66,8,0.0627,2,0.0161,0.084,0.294,57,125,6.57,6.94,0.277,10779.72,0.339,30.07
UPI01068,Pune,Android,Premium,19,1-2y,15,4.7,65,888.26,1632.59,57556.48,0.796,0.22,32,31,1,0.0173,2,0.0369,0.135,0.434,52,107,4.53,11.98,0.149,39685.62,0.362,25.43
UPI01069,Delhi,Android,Full,23,1-2y,23,3.81,88,481.36,1287.67,43250.06,0.959,0.02,58,31,5,0.0609,3,0.0441,0.159,0.327,73,107,4.31,6.75,0.263,17512.67,0.52,22.57
UPI01070,Chennai,Android,Full,1,0-6m,20,3.37,59,1693.42,4278.56,93874.82,0.395,0.523,20,35,4,0.0765,5,0.0915,0.418,0.572,63,104,7.22,2.67,0.563,27973.72,0.286,53.4
UPI01071,Chennai,Android,Minimum,12,6-12m,7,0.3,6,231.01,527.57,1379.77,0.481,0.459,0,1,0,0.0041,0,0.0092,0.074,0.219,12,13,2.16,124.48,0.497,782.16,0.334,14.77
UPI01072,Delhi,Android,Full,18,1-2y,9,1.11,1,252.43,707.8,261.25,0.419,0.539,0,0,1,0.35,1,0.2,0.141,0.308,10,12,4.87,250,0.557,1455.47,0.29,92.17
UPI01073,Delhi,Android,Minimum,6,0-6m,20,9.11,195,1302.07,3727.88,227975.48,0.368,0.705,60,132,28,0.1539,0,0.0079,0.682,0.663,91,271,4.09,2.05,0.621,164298.22,0.304,84.74
UPI01074,Ahmedabad,Android,Full,23,1-2y,15,3.94,58,517.46,1463.22,31446.95,0.91,0.089,43,16,1,0.0232,1,0.0176,0.152,0.232,38,53,5.66,18.35,0.532,9746.02,0.458,30.3
UPI01075,Kolkata,iOS,Full,38,2y+,18,5.15,86,1031.17,3126.1,94637.34,0.84,0.145,63,23,8,0.0985,4,0.0523,0.109,0.217,35,49,6.73,14.37,0.458,55088.89,0.336,40.64
UPI01076,Chennai,Android,Premium,34,2y+,9,3.0,36,554.19,1385.56,21434.19,0.666,0.368,15,21,6,0.1772,2,0.0602,0.085,0.251,15,17,6.54,19.94,0.295,7696.74,0.313,56.41
UPI01077,Kolkata,Android,Premium,18,1-2y,18,4.47,75,326.86,1098.65,22401.93,0.675,0.287,37,34,1,0.0194,2,0.035,0.086,0.354,39,47,1.98,9.62,0.577,14101.71,0.34,9.57
UPI01078,Hyderabad,Android,Full,1,0-6m,19,3.89,62,638.16,1572.25,34890.32,0.802,0.184,44,13,2,0.041,3,0.0494,0.142,0.302,44,89,4.15,9.98,0.4,28435.82,0.415,28.77
UPI01079,Hyderabad,Android,Minimum,15,1-2y,12,4.91,72,1046.72,2782.18,74997.32,0.801,0.17,40,36,4,0.0599,0,0.0094,0.197,0.248,27,53,4.69,8.09,0.097,41046.95,0.391,23.48
UPI01080,Mumbai,Android,Minimum,18,1-2y,16,0.53,13,3807.25,12522.47,53628.36,0.624,0.426,11,0,4,0.3171,0,0.0098,0.18,0.294,32,56,2.96,54.41,0.425,25543.82,0.383,72.53
UPI01081,Mumbai,iOS,Minimum,7,6-12m,6,1.43,9,212.19,488.16,1797.51,0.617,0.43,4,5,0,0.0084,2,0.2,0.058,0.407,4,5,5.85,79.07,0.339,50,0.405,36.26
UPI01082,Delhi,Android,Minimum,13,1-2y,1,0.7,1,20,39.17,100,0.624,0.368,0,1,1,0.35,0,0.0047,0.036,0.408,2,3,3.58,250,0.163,50,0.296,78.55
UPI01083,Ahmedabad,iOS,Minimum,38,2y+,22,4.05,109,548.39,1615.13,50263.44,0.472,0.483,49,65,0,0.0004,3,0.0302,0.044,0.362,40,52,2.62,5.71,0.244,16263.31,0.35,29.45
UPI01084,Hyderabad,iOS,Premium,1,0-6m,3,1.81,6,708.08,1397.1,3908.75,0.335,0.654,1,5,1,0.1722,2,0.2,0.125,0.422,7,10,6.76,118.39,0.209,50,0.327,72.94
UPI01085,Delhi,iOS,Minimum,21,1-2y,21,3.83,84,249.62,792.59,24015.88,0.64,0.311,46,41,4,0.0601,1,0.0167,0.074,0.262,39,60,5.21,7.55,0.624,4782.32,0.331,29.34
UPI01086,Bengaluru,iOS,Minimum,31,2y+,16,2.09,24,1083.39,2726.81,30085.47,0.545,0.481,6,18,6,0.2641,0,0.0055,0.072,0.414,21,32,3.67,30.78,0.336,13794.05,0.296,60.24
UPI01087,Bengaluru,Android,Full,5,0-6m,5,1.37,8,558.48,1737.63,4053.45,0.476,0.578,3,6,1,0.1313,0,0.0045,0.146,0.401,2,3,3.9,93.11,0.597,297.49,0.385,35.83
UPI01088,Kolkata,Android,Full,20,1-2y,16,3.47,81,4572.14,16972.32,408445.51,0.688,0.311,44,37,1,0.021,0,0.0054,0.146,0.304,28,50,3.78,4.67,0.711,166705.52,0.312,22.41
UPI01089,Mumbai,Android,Full,22,1-2y,23,7.55,168,190.82,499.28,35730.06,0.637,0.332,108,63,6,0.0362,4,0.0329,0.067,0.395,56,72,6.4,4.74,0.313,12915.33,0.323,41.33
UPI01090,Chennai,Android,Full,19,1-2y,12,4.17,44,1262.33,2625.29,54630.91,0.861,0.148,18,24,5,0.1205,1,0.0318,0.103,0.352,38,52,6.98,15.28,0.228,3455.98,0.463,41.13
UPI01091,Hyderabad,Android,Full,11,6-12m,28,3.99,84,149.35,409.62,13248.6,0.688,0.318,41,41,3,0.0393,1,0.0173,0.069,0.295,65,156,4.63,6.72,0.391,5815.78,0.336,7.04
UPI01092,Ahmedabad,Android,Full,13,1-2y,8,0.33,3,612.75,1820.6,1867.65,0.344,0.646,0,3,2,0.35,2,0.2,0.079,0.512,17,24,3.85,242.35,0.273,1719.35,0.333,88.11
UPI01093,Kolkata,Android,Minimum,29,2y+,17,3.68,45,806.15,2179.37,35502.5,0.837,0.18,25,14,4,0.0932,1,0.0311,0.085,0.286,40,70,4.66,16.97,0.379,18931.63,0.352,34.48
UPI01094,Hyderabad,Android,Minimum,16,1-2y,6,2.22,16,185.71,669.14,2447.11,0.624,0.325,7,6,0,0.0101,2,0.1325,0.147,0.413,4,4,2.14,44.27,0.547,715.03,0.399,27.86
UPI01095,Bengaluru,iOS,Full,1,0-6m,17,10.2,167,141.26,508.85,20712.38,0.272,0.651,36,135,18,0.1253,8,0.049,0.441,0.339,56,126,1,9.24,0.714,11486.56,0.216,64.77
UPI01096,Mumbai,Android,Minimum,1,0-6m,6,0.27,2,805.04,2534.86,1345.98,0.508,0.437,1,0,1,0.35,1,0.2,0.142,0.351,9,10,3.09,250,0.431,50,0.372,96.33
UPI01097,Kolkata,Android,Full,23,1-2y,28,7.07,173,758.29,2134.78,133801.28,0.934,0.056,159,11,3,0.0303,0,0.0026,0.179,0.438,90,113,6.56,5.57,0.419,87605.86,0.493,21.68
UPI01098,Hyderabad,iOS,Minimum,13,1-2y,14,3.89,53,3642.7,7897.15,225869.19,0.589,0.387,23,33,4,0.0851,1,0.021,0.123,0.36,21,34,3.69,12.09,0.381,44032.59,0.342,24.64
UPI01099,Ahmedabad,Android,Full,33,2y+,12,4.62,45,551.88,1958.82,21487.6,0.512,0.526,27,19,2,0.0527,1,0.0246,0.082,0.333,13,21,3.75,15.46,0.391,9324.53,0.375,25.19
